rewards,mi-tet,expr,grad_norm,entropy,first_batch_actions,first_batch_returns
30.0,,,,,0.0,-1.2500782
25.0,,,,,1.0,-1.3900746
14.0,,,,,1.0,-1.5302113
48.0,,,,,0.0,-1.6704882
17.0,,,,,1.0,1.6812872
46.0,,,,,0.0,1.6041795
13.0,,,,,0.0,1.5269947
10.0,,,,,0.0,1.4497325
11.0,,,,,0.0,1.3723931
12.0,,,,,1.0,1.2949764
59.0,,,,,1.0,1.217482
10.0,,,,,0.0,1.1399101
19.0,,,,,1.0,1.0622605
38.0,,,,,1.0,0.98453325
23.0,,,,,1.0,0.90672815
15.0,,,,,0.0,0.8288452
12.0,,,,,0.0,0.75088423
10.0,,,,,1.0,0.67284524
42.0,,,,,1.0,0.5947282
17.0,,,,,1.0,0.5165329
50.0,,,,,1.0,0.43825933
19.0,,,,,0.0,0.35990745
10.0,,,,,1.0,0.2814771
15.0,,,,,0.0,0.20296824
64.0,,,,,0.0,0.12438081
14.0,,,,,0.0,0.04571471
17.0,,,,,1.0,-0.03303014
12.0,,,,,1.0,-0.11185381
31.0,,,,,1.0,-0.19075638
50.0,,,,,1.0,-0.26973793
83.0,,,,,1.0,-0.34879854
40.0,,,,,1.0,-0.4279383
19.0,,,,,0.0,-0.50715727
15.0,,,,,1.0,-0.5864555
11.0,,,,,1.0,-0.6658332
35.0,,,,,0.0,-0.7452903
46.0,,,,,1.0,-0.82482696
44.0,,,,,0.0,-0.9044432
70.0,,,,,1.0,-0.98413914
16.0,,,,,1.0,-1.0639149
11.0,,,,,0.0,-1.1437705
15.0,,,,,0.0,-1.223706
21.0,,,,,1.0,-1.3037215
13.0,,,,,0.0,-1.3838172
31.0,,,,,1.0,-1.463993
38.0,,,,,0.0,-1.544249
42.0,,,,,1.0,-1.6245855
23.0,,,,,1.0,-1.7050023
43.0,,,,,1.0,1.5905988
11.0,,,,,1.0,1.3023629
28.0,,,,,1.0,1.0138385
61.0,,,,,1.0,0.72502536
42.0,,,,,1.0,0.43592304
39.0,,,,,1.0,0.14653134
75.0,,,,,0.0,-0.14315003
12.0,,,,,1.0,-0.43312138
15.0,,,,,1.0,-0.723383
27.0,,,,,0.0,-1.0139351
23.0,,,,,0.0,-1.3047781
19.0,,,,,0.0,-1.5959123
31.0,,,,,0.0,1.6231818
18.0,,,,,0.0,1.407767
48.0,,,,,0.0,1.1921368
58.0,,,,,1.0,0.97629064
28.0,,,,,1.0,0.7602284
56.0,,,,,1.0,0.5439499
36.0,,,,,0.0,0.32745492
100.0,,,,,0.0,0.11074322
64.0,,,,,1.0,-0.10618542
21.0,,,,,0.0,-0.3233312
113.0,,,,,0.0,-0.54069436
27.0,,,,,0.0,-0.7582751
39.0,,,,,1.0,-0.97607356
34.0,,,,,0.0,-1.1940901
94.0,,,,,0.0,-1.4123249
100.0,,,,,1.0,-1.6307781
77.0,,,,,1.0,1.6231818
96.0,,,,,0.0,1.407767
90.0,,,,,0.0,1.1921368
42.0,,,,,1.0,0.97629064
108.0,,,,,1.0,0.7602284
103.0,,,,,1.0,0.5439499
114.0,,,,,0.0,0.32745492
22.0,,,,,1.0,0.11074322
46.0,,,,,1.0,-0.10618542
45.0,,,,,1.0,-0.3233312
61.0,,,,,0.0,-0.54069436
39.0,,,,,1.0,-0.7582751
11.0,,,,,1.0,-0.97607356
96.0,,,,,1.0,-1.1940901
179.0,,,,,0.0,-1.4123249
155.0,,,,,0.0,-1.6307781
107.0,,,,,1.0,1.5646092
28.0,,,,,1.0,1.2178454
68.0,,,,,1.0,0.8707347
85.0,,,,,0.0,0.52327645
28.0,,,,,1.0,0.17547041
142.0,,,,,1.0,-0.17268378
116.0,,,,,1.0,-0.5211865
163.0,,,,,1.0,-0.87003803
120.0,,,,,1.0,-1.2192388
10.0,,,,,0.0,-1.5687891
135.0,,,,,,
26.0,,,,,,
171.0,,,,,,
116.0,,,,,,
106.0,,,,,,
107.0,,,,,,
175.0,,,,,,
37.0,,,,,,
130.0,,,,,,
200.0,,,,,,
67.0,,,,,,
200.0,,,,,,
48.0,,,,,,
200.0,,,,,,
41.0,,,,,,
49.0,,,,,,
48.0,,,,,,
200.0,,,,,,
14.0,,,,,,
200.0,,,,,,
198.0,,,,,,
168.0,,,,,,
18.0,,,,,,
163.0,,,,,,
44.0,,,,,,
200.0,,,,,,
30.0,,,,,,
153.0,,,,,,
200.0,,,,,,
174.0,,,,,,
126.0,,,,,,
196.0,,,,,,
80.0,,,,,,
182.0,,,,,,
190.0,,,,,,
200.0,,,,,,
194.0,,,,,,
200.0,,,,,,
198.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
31.0,,,,,,
159.0,,,,,,
178.0,,,,,,
200.0,,,,,,
45.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
116.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
178.0,,,,,,
200.0,,,,,,
200.0,,,,,,
30.0,,,,,,
48.0,,,,,,
181.0,,,,,,
200.0,,,,,,
200.0,,,,,,
177.0,,,,,,
150.0,,,,,,
200.0,,,,,,
59.0,,,,,,
131.0,,,,,,
200.0,,,,,,
200.0,,,,,,
179.0,,,,,,
200.0,,,,,,
200.0,,,,,,
52.0,,,,,,
200.0,,,,,,
176.0,,,,,,
61.0,,,,,,
200.0,,,,,,
200.0,,,,,,
95.0,,,,,,
140.0,,,,,,
200.0,,,,,,
200.0,,,,,,
175.0,,,,,,
200.0,,,,,,
173.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
138.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
70.0,,,,,,
153.0,,,,,,
200.0,,,,,,
171.0,,,,,,
83.0,,,,,,
200.0,,,,,,
197.0,,,,,,
105.0,,,,,,
200.0,,,,,,
178.0,,,,,,
200.0,,,,,,
200.0,,,,,,
187.0,,,,,,
200.0,,,,,,
200.0,,,,,,
111.0,,,,,,
200.0,,,,,,
124.0,,,,,,
200.0,,,,,,
200.0,,,,,,
104.0,,,,,,
