rewards,mi-tet,expr,grad_norm,entropy,first_batch_actions,first_batch_returns
200.0,,,,,0.0,-0.20177364
200.0,,,,,0.0,-0.40620241
200.0,,,,,0.0,-0.61083579
200.0,,,,,0.0,-0.81567407
200.0,,,,,1.0,-1.0207174
200.0,,,,,1.0,-1.2259659
200.0,,,,,0.0,-1.4314198
180.0,,,,,1.0,-1.6370795
200.0,,,,,,
152.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
112.0,,,,,,
200.0,,,,,,
200.0,,,,,,
176.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
189.0,,,,,,
200.0,,,,,,
180.0,,,,,,
172.0,,,,,,
140.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
153.0,,,,,,
200.0,,,,,,
200.0,,,,,,
181.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
154.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
170.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
176.0,,,,,,
200.0,,,,,,
200.0,,,,,,
107.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
188.0,,,,,,
200.0,,,,,,
197.0,,,,,,
200.0,,,,,,
182.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
189.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
200.0,,,,,,
