rewards,mi-tet,expr,grad_norm,entropy,first_batch_actions,first_batch_returns
106.0,,,,,0.0,-0.86774296
103.0,,,,,0.0,-1.1168056
138.0,,,,,0.0,-1.3661175
78.0,,,,,1.0,-1.615679
96.0,,,,,0.0,1.6858443
180.0,,,,,0.0,1.6245046
118.0,,,,,1.0,1.5631036
108.0,,,,,0.0,1.501641
106.0,,,,,1.0,1.440117
66.0,,,,,0.0,1.3785313
101.0,,,,,1.0,1.316884
80.0,,,,,0.0,1.2551751
93.0,,,,,0.0,1.1934043
131.0,,,,,1.0,1.1315717
156.0,,,,,1.0,1.0696772
119.0,,,,,1.0,1.0077207
108.0,,,,,1.0,0.9457023
59.0,,,,,0.0,0.88362175
142.0,,,,,1.0,0.8214791
92.0,,,,,0.0,0.7592742
103.0,,,,,1.0,0.697007
45.0,,,,,1.0,0.6346775
152.0,,,,,0.0,0.57228565
117.0,,,,,1.0,0.5098313
27.0,,,,,0.0,0.44731444
107.0,,,,,1.0,0.38473502
140.0,,,,,0.0,0.32209292
55.0,,,,,1.0,0.25938815
109.0,,,,,0.0,0.1966206
119.0,,,,,1.0,0.13379022
184.0,,,,,1.0,0.07089695
119.0,,,,,1.0,0.00794072
200.0,,,,,1.0,-0.05507852
94.0,,,,,0.0,-0.11816085
19.0,,,,,1.0,-0.18130633
66.0,,,,,0.0,-0.24451502
97.0,,,,,1.0,-0.30778697
112.0,,,,,0.0,-0.37112224
105.0,,,,,0.0,-0.43452093
119.0,,,,,1.0,-0.4979831
167.0,,,,,0.0,-0.5615088
101.0,,,,,1.0,-0.62509805
77.0,,,,,1.0,-0.688751
156.0,,,,,1.0,-0.7524676
76.0,,,,,1.0,-0.816248
97.0,,,,,0.0,-0.88009226
108.0,,,,,0.0,-0.9440004
112.0,,,,,0.0,-1.0079726
151.0,,,,,0.0,-1.0720087
122.0,,,,,0.0,-1.136109
105.0,,,,,0.0,-1.2002735
80.0,,,,,0.0,-1.2645022
110.0,,,,,1.0,-1.3287951
104.0,,,,,0.0,-1.3931525
112.0,,,,,1.0,-1.4575741
150.0,,,,,1.0,-1.5220604
152.0,,,,,0.0,-1.5866112
122.0,,,,,0.0,-1.6512265
76.0,,,,,1.0,-1.7159066
106.0,,,,,0.0,1.6852516
86.0,,,,,1.0,1.6215323
122.0,,,,,1.0,1.5577492
84.0,,,,,0.0,1.4939022
116.0,,,,,1.0,1.4299912
126.0,,,,,1.0,1.3660164
114.0,,,,,0.0,1.3019775
162.0,,,,,1.0,1.2378745
174.0,,,,,0.0,1.1737072
117.0,,,,,0.0,1.1094759
104.0,,,,,1.0,1.0451802
155.0,,,,,0.0,0.9808201
148.0,,,,,0.0,0.9163956
119.0,,,,,1.0,0.8519066
120.0,,,,,0.0,0.7873531
117.0,,,,,1.0,0.7227349
146.0,,,,,0.0,0.6580521
107.0,,,,,1.0,0.5933045
140.0,,,,,0.0,0.5284921
78.0,,,,,1.0,0.46361485
131.0,,,,,1.0,0.39867264
112.0,,,,,0.0,0.3336654
148.0,,,,,0.0,0.2685931
114.0,,,,,0.0,0.20345569
149.0,,,,,1.0,0.13825305
139.0,,,,,1.0,0.07298514
182.0,,,,,1.0,0.00765191
167.0,,,,,0.0,-0.05774673
200.0,,,,,1.0,-0.12321083
96.0,,,,,0.0,-0.18874045
155.0,,,,,0.0,-0.25433567
129.0,,,,,0.0,-0.31999657
115.0,,,,,0.0,-0.38572317
123.0,,,,,0.0,-0.4515156
100.0,,,,,0.0,-0.51737386
125.0,,,,,1.0,-0.583298
116.0,,,,,1.0,-0.6492882
155.0,,,,,1.0,-0.7153444
116.0,,,,,0.0,-0.7814668
139.0,,,,,0.0,-0.84765536
115.0,,,,,1.0,-0.91391015
128.0,,,,,0.0,-0.9802312
124.0,,,,,1.0,-1.0466187
150.0,,,,,0.0,-1.1130728
140.0,,,,,0.0,-1.1795932
135.0,,,,,1.0,-1.2461803
153.0,,,,,1.0,-1.312834
172.0,,,,,0.0,-1.3795544
106.0,,,,,0.0,-1.4463416
125.0,,,,,0.0,-1.5131958
149.0,,,,,0.0,-1.5801167
200.0,,,,,1.0,-1.6471047
160.0,,,,,0.0,-1.7141597
172.0,,,,,0.0,1.6425669
151.0,,,,,0.0,1.4707018
156.0,,,,,1.0,1.2986646
141.0,,,,,0.0,1.1264552
135.0,,,,,0.0,0.9540734
162.0,,,,,1.0,0.78151906
200.0,,,,,0.0,0.608792
138.0,,,,,1.0,0.43589205
158.0,,,,,1.0,0.262819
145.0,,,,,0.0,0.08957272
138.0,,,,,1.0,-0.08384698
181.0,,,,,0.0,-0.25744027
159.0,,,,,1.0,-0.43120733
138.0,,,,,0.0,-0.6051483
192.0,,,,,1.0,-0.77926344
200.0,,,,,0.0,-0.95355284
146.0,,,,,1.0,-1.1280167
155.0,,,,,0.0,-1.3026552
159.0,,,,,1.0,-1.4774686
160.0,,,,,1.0,-1.6524569
179.0,,,,,,
167.0,,,,,,
162.0,,,,,,
157.0,,,,,,
84.0,,,,,,
175.0,,,,,,
166.0,,,,,,
156.0,,,,,,
176.0,,,,,,
164.0,,,,,,
181.0,,,,,,
156.0,,,,,,
111.0,,,,,,
164.0,,,,,,
195.0,,,,,,
147.0,,,,,,
157.0,,,,,,
158.0,,,,,,
127.0,,,,,,
200.0,,,,,,
198.0,,,,,,
